airline_sentiment,text
0,why did you cancelled flight flight  to phl while delta flew a flight at the same time on time you cancelled flighted for no reason
0,agent wont hold for connection arriving late flight  min before departure time but  min too late flight flt  gate c disappointed
0,no one is coming to line on hold for  hours can u help here if i provide conf code
0,i cant wait for the and to find out how poorly handled this situation 
0,hmmm did the flight even really exist or did they just create it last night to get people off their backs 
0,been on hold  hours for a cancelled flighted flight i understand the delay i dont understand you autoreflight booking problems me on tuesday help
0,i did they are busy
0,thank you glad to be home there were lots of delays with the plane and flight crew didnt show up it was very frustrating
0,flight leaving cvg gate agent had no computer and counted passengers on paper i feel safe
0, but have to return car to clt can i skip my flgjt back tonight from gso to clt and pick up at clt to fll i was told yes
0,big problem fll to clt then got off on clt but my fly to gso is cancelled flightled had to rent a car to get to my pops funeral
0, my flight has been cancelled flightled on hold for  hrs to reschedule need help now  taking way too long 
0,waiting for you to figure it out this is unacceptable
0,the plane i am on is having mechanical issues why cant i get off and get on a new flight now i have missed my connecting flight
0,good grief flight cancelled flightled been on hold since 
0,answer the bloody phone
2,one question can i book one way tickets with award travelpoints
0,so upset with customer service i have a simple question and the phone system has disconnected me all day today and yesterday
2,how do i reserve my seat on the aa flight i transfer to from ord to evv
0,passengers sitting on plane for two hours flight from cmh  all other flights have left 
0,never heard back but this would help any chance i could bump up my flight time closer to pm today im on flight 
1,good morning
0,sxmclt delayed deplaning extra passengers  no lodgingfood disappointed
0,you need to figure your scheduling out 
0,claimed my flight cancelled flighted because phl runway not good but delta flight at same exact time is taking off on time
0, min on hold drove  hours to get my delayed bag i just want to pick it up at sju
0,ive been on hold for  minutes now any time you want to answer the phone that would be great
2,am flight to mco canld amp
0,trick for getting into your hold queue  ive been calling since thursday and keep getting the call back late flightr message
1,many thanks for your reply 
0,my bags were supposed to be delivered to nyc last night missing since thurs but are not here can someone call me
0,on hold with  flight from dsm to dca was cancelled flighted  know when it will fly
0,this was a real life exercise in crisis management which failed miserably some compensation would go a long way
0,ten hrs late flightr and still here on army cots  airport waiting for am flight 
0,been on hold  hours trying to reschedule cancelled flightled dcabos flight can anyone help
0, also your onhold message is trying to sell valentines day gifts  over a week late flight  sounds about right for usair
0, stranded in north carolina and trying to figure out options but cant get anyone to talk to
0,sad experience today on   family on southwest direct to mco my loyalty to usair  not vacationing with my boys today
0, is there anyone answering phones today listening to same damn messages for  minutes
0,i have literally been on hold since am estplatinumeventually hung up amp again back on hold understand weather but ridiculous
1,job well done from your philly employee running checkin today tabitha helped us in an emergency amp vacation saved
0,you cant control the weather but you can control your systems processes people and attitudes 
0,you are  for  so far in ontime flights on this vacation
0,looks like you lost another customer  when you stranded at clt she vows never to fly with you again 
0,working for me tight cx so theyre delaying our flight twice in  secs 
0,now on hold for  hrs  min this is ridiculous
0,unfortunately patience wont get me to my boat that leaves at  pm i was on hold watching all flights fill up
0,not happy trying to get home on cancelled flighted flightamp
0,wow flight cancelled flightled slept on the floor at the airport and now flight delayed
0,i fell asleep from a call i placed midght guess what still on hold  am
0,my phone has been on hold since midght  fkn  hrs of hold  unacceptable
0,once again your company actualy put people in weird situationsyour hostel voucher was fakesnow is ok but no lies please
0,truly been the worst experience this weekend delayed rerouted x now not boarding a  flight and says flight is on time
0, what a disaster flight  missed passenger count by  since it was done manually  really
0,ever think about hiring more agents come on now dont you think  hour holds is a little ridiculous get a clue
0,xna has tsa precheck would be nice if your system knew that
0,sounds like  should have planned better since this weather was no surprise completely unacceptable wait times
0,weve been on hold for over  hours after my wifes flight was cancelled flighted
0,forgot to call in the copilot so were stuck on the plane in phl looking fwd to being stranded in clt day  of flight fails
0,your airline also delayed our bags to us for  hours amp
0,have you ever lost luggage with an infant and a  year old then customer service never answered the phone ive tried all night
0,worst experience ever
0,suggestions  been on hold  hrs for flight that is now about to pass departuredealing w ny weather need change
0,i was meant to fly on sat you just made it tues i cant afford to stay in a hotel for another two nights
0,now on hold for  minutes
0,now on hold for  minutes
0,on hold now over  hrs on one phone hung on  x on another how do you reach a person no weather condition makes this excusable
0,claims flight cancelled flighted due to weather at destination but delta has not cancelled flighted flight on same route
2,flying from orlando to philly to charlotte to lynchburg saw advisory re philly wld like to fly from orl to char
0,duh on baggage claim  more hours and counting  flights  amp
0,exactly how ive been disconnected  times
0,just cancelled flighted my flight and told me to call to rebook been on hold for  minutes at  am and still waiting
0,on hold for  hours now have been calling since monday i have a flight today need help now 
0, hours on hold still no answer horrible
0,tough night two  minute calls on hold delayed here in phoenix for two days because of one aircraft not ready not acceptable
0,have been on hold for  minutes  need help usair  why wont you help
0,weve been on hold for  hours trying to reschedule our cancelled flightled flight can anyone out there please help us
0,thx for taking my  for a way then cancelled flightling st flt delay nd flt and u top it off by losing my one piece of luggage 
0,i have been on hold for  hours my flight is tomorrow do you really expect me to not sleep all night to stay on hold
0,my flight is cancelled flightled and you guys arent answering the phones what do i do 
0,this is ridiculous  i have a  am flight and two hours of rest wasted
0,been on hold for almost  hours trying to rebook my cancelled flighted flight what in the world
0,seriously you cant tweet and let people know that youve got customers that have been on hold for  hours
0,after pleading with car service to stay  hrs past pick up they left me and my family but its ok i have water and crackers
0,after a grt flight to phx last week  tonight was terrible  hours taxing and you give us water and crackers to compensate
0,tell my professors that when i dont show up to classwrite my midterm because im stuck with no flights home 
0,hooray ive now been on hold for over an hour ive never loved southwest more
0,is the worst why on earth would merge with them i wont be flying either of them any time soon
0,three hours on hold then disconnected conf ebhset need to be home sunday for interview
0,how do you do that you guys need to have much better communication how how can we do that
0,so how about some help with suggested time i could call to avoid such long wait time
0,more than an hour holding to change a flight on the phone now whats up with that
0,if that link worked most of us could take care of ourselves  please contact your tech people to get that working
0,ive been on hold since pm  need to reschedule my cancelled flightled flight for a morning departure tomorrow  please help
0,"obviously your corporate definition of patience needs to be reviewed
"
0,need help with a flight weather  funeral  tough combination on hold for over an hour please
0,well if you really didnt like them then she would be on an airplane 
0,yes i am as well  five hours on hold folks can you please tell me if this is typical trying to be understanding here
0,can you please train your mechanics teach them to bring the tools to fix the plane with them and not leave them in the hanger
0,charlotte staff needs prayerdisappointed in response to mishaps lotttttttt of pissed off people here
0,hello its been four hours since plane landed   flt  phx to jfk   hrs on tarmac waiting  gate plus an hour no bags yet
0,can you please have your employee that has been called  times by the flight crew finish maintenance on us  so we can depart
0,i better get a free flight
0,      hours on hold and no answer  guess the synergy of a merger was really planned out
0,still waiting on your reps to show now  mins into waiting in below freezing weather waiting for a cab
0, how can he try again it will be  hours before he gets help  contingency plans non existent
0,delayed depart bc ur flight attendant wasnt there then after landing took  hrs to get a gate now its another he and no bags
0, hours on hold  safe to say no one is working 
0,but every time i call im on hold for  min and then get disconnected any way someone can help
0,surely there are some other ways to help me  i cant really afford another  hours now pls follow me so we can dm
0,i was on hold for  hours and still no answer is this really how you run your business 
0,keeps dropping my call and wont even let me stay on hold because they are too busy 
0,i never made a reward reservation becuase no one ever answered the phone the online one i made got cancelled flighted and i cant change
0,can a real person help me here this customer service is poor im at the mercy of someone since the flights are disappearing
2,i intend tovery much my  followers will as well
0,your customer service is  nonexistent terrible dozens waiting for bags not placed on our flight no staff anywhere 
0,you airline is doing rather poor right now in slc waiting to take off was suppose to take off now  hours and  minutes ago
0,get new planes then got on this plane at  its  now and still on tarmac how ru going to compensate me for this
0,just hit hrs  what is typical wait time right now should i drive hm to the airport service desk
0,are you going to do anything to help stranded travelers of flight  no communication from anyone all of us dumped here
0,question is why flight took off at all now a friend is stuck needlessly in another city
0,you wont give us a hotel or food can you at least suggestion options for making it to the metro city i have a ticket to
0,actually it landed in bwi  minutes ago she is stranded but i have friends to help you failed big time on this one
0,i have been on hold for over one hour waiting to reschedule a flight how much longer should i expect
0,"its fine 

just wondering where my money went"
0,you landed me at instead of  and have no plans for me to make it home to dc how do you suggest i get home
0,my wife sick yroldtwins and i have been waiting in line now for hrs to see an agent phone agent said nothing til tuesday
0,this is garbage been trying to book a reward flight and then it got cancelled flighted and still cant get anyone on phone unacceptable
0,cancelled flightled flight  baggage held hostage at chl no communication
2,yes  tells me the only way to mod plans is to call the  number
0,hrmin right now  any end in sight
0,i have fam thats supposed to fly  that are currently in the hosp trys to speak to a human yr phone sys cuts off pls hlp
2,whats going on with passengers diverted to clt on fll to phl flight that left at  tonight
0,on top or having to check my bag i had to wait over  min for my bag to come out at baggage claim thanks for wasting my time
0,been sitting on the tarmac for  mins now bc engine is broken how are u going to compensate passengers 
0,stuck on the runway for  hrs  min due to weather in phl nowhere can i find accurate info on to bos
0,no more hotel voucher everyone had to get one but not mewhat do i do arrived from amsterdam 
0,yep except this delay was due to a hasty and unwise decision to pushback other plane before the plows were done 
0,pullin some sh delaying flights again smh 
0,flight  landed at  pm and we are still on the plane help
0, hours and counting waiting to get into a gate in philadelphia just icing on the cake for a miserable flight experience
0,"help it says the payment is denied but my money has been taken out of my bank  

and it says i have no trips coming up"
0,help flight cancelled flighted cant call because my phone doesnt work in europe please help says im booked want to confirm
0,how do i get thru on hold over  hours 
0,is flt  en route to dca or bwi after diverting to rdu your phone service  sucks and your website is conflicting
0,how do i get thru on hold  hours  minutes  is this normal  my call is lost
0,weather doesnt excuse poor customer service lack of info from staff or the fact staff havent turned up
0,on hold  hours  whats the number to speak to someone this is unacceptable i need to change flights
2, my guess is what happened in ended up in 
0,depart from where it departed phx and was due to land at dca around pm
0,cant stress enough how awful the agent was for flight  knew  ppl from delayed flight were on way in mins no compassion
0,likelihood of phl to bdl actually leaving tonight  hour delay so far
1,thanks guys got hold of someone really awesome service i appreciate it 
0,happy wife th bday trip would like to be fully compensated for both flights
0,delayed in philly since  sitting ontarmac since pm flight  plz contact donaldarobertscom
0,cannot book to redeem companion fair without speaking to agent  vs  this is a family emergency 
0,can i at least get a response  i tried the gate person sent me the wrong way to cust srvc  cust srvc when i found them
0,thats clever its clear you need more agents  min hold and counting flex workforces are highly possible in 
2,can i get an update on flight  to dca
0,you can send my luggage to my house
1,eyyyy cancelled flightlations flight booking problemss reflight booking problemss but yall got me on the same flight out tonight not tomorrow amp the fc upgrade thx
0,from here on out when i can at all im flying  since when is a plane getting stuck in a drift for  hours a weather issue
0,on hold for  hour and  min trying to find the luggage flight cancelled flightled where is luggage 
0, and now im going to miss my gmas memorial because i didnt 
0,really u land me in philly  hours before my flight wait  hours behind a plane you got stuck
0,your app and website are trash af
2,i should also add the weather conditions are terrible expecting  inches of snow any advice
0,how about an update with real informationstill waiting on tarmac in philadelphia
0,you mean pm id be in vegas by now if id been allowed on my original flight
2,well depending on the policy will make the determination as to which airline is selected to travel
0,still waiting for another crew member 
2,just landed flight  any chance of making flight  phoenix to aus
0,i need help in air on to clt from phl conf dmqf need confirmed on to bna at  been bumped all day need home
0,been on hold way to long  is this the best level of service you can provide  one hour is too long
1,thank you
0,sitting in a cesspool of germs on the ground in for  hours now
0,waited for  hours no luggage line too long left airport when flight cancelled flighted where does luggage go on hold for  hour so far
0,so you strand my bag in philly last sat and strand me in philly this sat thanks for the bullshit
0,husband tried to use dividends amp companion fair for emergency transferred amp put on hold for over two hours gave up 
0,bf has been stuck in clt all day is the lounge offering free this weather sucks amp we all want to cry tequila shots
0,sucks  flt  late flight by  mins missed my connection  thanks for the  bucks and a middle seat on the next flt
0,worst experience of all time will never ever ever travel with you again ever
1,i wasnt  flying your airline tonight however a friend was and i was present for her help i flying united and they could learn
2,how long before departure do gates stay open will i make my connecting flight  to rdu from flight 
0,something is wrong with your phone system if you call someone and dont play the recorded flight notification is us late flight
0,hell is terrible gate agents and a three hour wait at the gate
0,i made the change online but couldnt checkin online so had to call  hrs on hold btw shouldnt have been charged 
1,your ticket agents at gate  in providence airport rocked tonight especially kristy sorry if that is not the correct spelling
1, kristiesp from gate  pvd today shes a  was a tremendous help in a tough situation 
0,nervous for flight tomrw out of key west not friendly customer service
1,thank you for your help today  i have been a loyal us airways customer and i appreciate your responding to my tweets
1,an already pleasant flight from london to charlotte us was made fantastic by an amazing attendant thank you so much robert
0,wont even refund for a flight they cancelled flightled 
0,call dropped amp no call backanother minhour for another rep the worst cs ever online by phone amp in person
2, off to vegas 
0,why the hell u left alliance and joined world is beyond me not a smart move time to start looking at other carriers
0,and apologies are thin when you dont even offer hotel vouchers to your stranded customers
0,but only for certain flights from cltnyc the notion that you cant rebook customers for  hours is absurd
0,had to cancelled flight  of my flights because my versace biceps wouldnt stow completely under the seat in front of me
0,disappointed with your toll free number terrible customer service my flight has been cancelled flightled would like to get home
0,flt last nght cancelled flightedmechprobs flt this am cancelled flightedsnow finally on a flt home st cls empty amp they wont let me sit there
2,hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen
2,if i am traveling with an infant in my lap is there anything i need to do to notify you
0,youre killing me sche a flight to board  min after mine arrived with gate on other side of airport 
1,woohoo he still has  more flight but so happy to hear theyre in the air just about cried must be the preggo hormones thx
0,status shows delayed it was just waiting for takeoff so did it depart it certainly didnt at pm 
2,can you help us figure out our correct six digit confirmation number
1,thank you this whole crew has rocked through bad weather and diversion pilot keeping us well informed 
2,what about aa miles for usair flights booked through american
1,i hope i get the opportunity to join the team with this job opening
0,flight sf to nyc only made it to philly ur customer service is telling me no refund for the last leg 
1,thank you you have always been so good to me i will follow up
1,no problem  he was the only person in the airport who would help 
2,okee doke
1,thank you its   from bwi keep seeing different stats from delayed to awaiting take off to delayed
1,nick on flight  was awesome please reward him in some way he has kept us smiling on a bad day of travel 
0,i was told a return call by a human
0,guys i need help my reservations tried calling and im told to call late flightr please help me here
1,sitting on a plane in philadelphia for over  minutes waiting just to get off the plane great service
0,comin in clutch and sending me to charlotte then home i h u  except for wayne u a real g 
2,this very pregnant ladys hoping amp
2,ok thanks
0,every time i try the line is disconnected bc the system says you have too many calls glad your screw up matters so much to you
0,already did i travel for a living no help at all that it will take  weeks for any repair and i have to pay to ship to tx
0,been tweeting with the team at who informed me that the problem is that you never sent his bags to them yesterday
0, can you tell me what the policy is for preboarding with small children is that still a thing
0,your baggage system has hung up on me twice because you have too many callers i need to find my husbands  bags
0,havent eaten all day either so lemme get that cc so i can buy a burger across from the terminal  
0,looking forward to waiting on hold for  hrs to reschedule my flight  bunch of idiots work for this airline
1, big thank you to your ticketing agent ute v at dulleswashington for outstanding guest service to get me rebooked
0,you guys straight up suck ass
0,still effin waiting not weather delays not engine trouble but lack of crew  are you shitting me
0,  my miles will expire on  and it could take someone  days to respondi have over  miles that i do not lose iusair
0,beg to differ  things booked wrong and still not fixed get your act together 
2, cant control weatherflight attendantcan control thisgreen acu bag  hrs amp counting yep thats me 
0, and now your half assed plane is falling apart some one tell my family i love them 
0,is the th circle of hell right after the dmv 
0,thanks for the seat that doesnt recline im shocked im not being asked to serve everyone drinks on the plane  
1,cant wait for the trip thanks for getting me there
0,whats the seat assignment policy why let us choose a seat only to change it on us two weeks late flightr
0,yes its february bad weather happens every winter if you guys dont have the business sense to forecast that im at a loss
0,i called twice the recording says that it has being delivered to my apt but it is not here 
0,hold time to book award travel from gold status  hours and counting   days of calling 
1,your team member at dca tamara r is her name was awesome you should have more employees like her
0,had baggage lost last night no call from us airways and no bags and nobody answering phone 
0,if my flights been cancelled flightled and i cant reach anyone over the phone or ticketing agents safe to assume i wasnt rebooked
0,where is my bag itis being lost for more than  hours  
0,is there a way to reserve a veg meal online for a flight to brazil tomorrow ive been onhold for more than  hour
0,rebooked me after i missed my flightnever called me and i didnt check my email  i cont 
0,after  flight cancelled flightlations we finally get a flight get to the gate on time amp youve given our seats away seriously
0,the american eagle plane youre using for clt to rdu is disgusting you should be ashamed 
0,ive been on hold for over   hours  there has to be an easier way to cancelled flightget a refund  
0,enormous lines at customer service and two agents what kind of service is that  
0,chose you for a flight with very time sensitive arrival and you drop the ball what gives clt good way to lose my business
0,what happens if the flight takes off before we cancelled flight thats the issue we dont want to pay because of your inaccessibility
0,im assisting  he is already rebooked agents rude unhelpful discourteous appalled unacceptable
0, this is ridiculous at clt  and we missed our connecting flight because of a chuckhole  on runway  
0,look at that the flight i have been trying to book for  days is gone i guess someone got through thanks keep up the 
0,flight  rude rude rude service awful
2,what is contact info to upgrade using advantage miles
0,what is with all the cancelled flightlations to pbi we have pax at dca that have been sent to  different lines between aal and awe help
0,so i still need to stay on hold 
2,how do you have only  flight into lexington this afternoon with the playing a big game tonight  
0,hey based on the number of retweets and likes on my fb post its nice to know im not alone in my frustrations with you guys
2,flight  nuw arrives at following flight from 
0,i just learned that although there is travel policy and they waive the change feeyou will still be charged a  reservation fee
1,stars aligned connecting flight was delayed into clt made it thanks glad to know someone is listening time for  in mobay
0,if one with why cant you use american miles
0,gold desk quoting me  to rebook due to weather can buy first seat on same flight for  why on hold for  mins now
0,be prepared for  hours hold times
0,sadly your words dont represent your companys actions talk is cheap
0,trying to cancelled flight a flight urgentlyget hung up on twice sweet refund policy
0,sean  keep in mind if you callplan on being on hold for  hours
2, what is your policy regarding largesize passengers who cannot fit into a single coach class seat
0,owen f at dca gate  
0,on hold for  minutes amp
0, thanks for the  hour flight from pit to phx with zero entertainment guess why i have a quarter million  miles on delta
0, im currently missing a basketball game due to your lost bag policy 
0,your flight attendants are all jerks 
0,was told it was a software bug told to call back this am  now your system is too busy to handle any calls this am  clown shoes
0, been on hold with reservations for over  min already 
0,my friend has been on hold for  hours and still counting
2,does anyone know the hold times for usairways reservations
0,flight  dca to clt stuck waiting on clt atc cmon missing flt  clt to mbj hope you can rebook me 
0,how long are you going make us sit in this plane while they repair it could i at least get a beer
0, hours and  minutes just want to know im still in the queue
0,so disappointed least you could do is give us access to admirals club for an hour before our flight to our wedding
0,paid to upgrade to first class went up to admirals club at phx airport to be turned away because our flight is to cun and not mc
0,saying my friend missed her flight when she clearly sat next to me on the plane amp
0,or is anyone even responding to social media awful
1,a big thanks to the gate agent fltkeeping us informed of the delay
0,im on vacation this is the last thing i want to be doing is anyone even answering the phone
0,i fucking hate your customer service ive been on hold all morning trying to figure out why you cancelled flighted my flight
0,how do i find an email address regarding reativation of dividend miles nothing on website
0,i dont want a reservation change just adding a service am going public with this to get help
0,all followers please note that is not taking customer service calls nor responding by helping via soc media 
0,your checkin at is a  and the agent behind the counter who tried to send me to the wrong destinationrude
0,sitting on the runway at phl for the last  min because the correct weights for the flight arent in the system 
0,any guesstimate on hold times cant change my flight online at  mins and counting
0,trying to change my flight due to nyc travel advisory your online system cancelled flighted my entire flight been on hold for over  hr
0,yes but the manner with which it was done was harsh for those affected already checked in no remorse weak alternatives
1,ok thank you
0,told to work it out ourselves 
0,incapable of seating a yo and mom together toddler in his own row 
0,bumping people off a flight ten minutes before takeoff because the flight is overbooked 
0,youve completely ruined a pro athletes ability to prepare for a race now you wont help him get the bike he needs to the dr
0,cool now has been told you cant reroute his bags after he was told to leave them last night he needs them to race
0,also get excited because hes going to be unable to contact you all from his destination so you get to talk to me
0,"flight  fracat did some odd zigzagging movements over frankfurt
is everything ok"
0,its pretty hilarious that you want to finish his awful experience before doing something make it right now
0,u would think if u were going to cancelled flight my flight youd rebook our seats to something other than the last row 
0,no online clearly states i can not it says to call res i already explained that
0,dealing w fam emergency was told was rebooked this am to aa flight  out of ord and now its not in system need help asap
1,got it thanks
0,oh yes because i had loads of time running to my connecting flight after you delayed me for about  minutes
0,hey my bag was damaged flying with you yesterday what can i do
2,landed at phoenix but we had to board a flight quickly to vegas so no time at the airport what now
2,i left something on a recent flight today who do i contact to retrieve it please thanks
0,flight s four subsequent delays destroyed my travel plans this evening looking to resolve this matter
0,i did at  pm still no bag
0,congrats youve just lost a customer for good when i made a united weather change free min you guys  hrs on hold amp 
0,so when was i supposed to call the internet desk especially since my reservation told me to directly call the main  number
0,not only did u lose the flight plan now ur flight crew is faa timed out thx for havin us sit on the tarmac for an hr 
0,ive been on hold for  minutes waiting to talk to someone about my flight tomorrow is there another number to call
1,hey guys just want to say i had the best flight ever thank you so much i fell asleep and actually had a wet dream
0,can you help me update ktn on the profile  ticket book via aa amp
0,so youre not honoring miles with that were traveled last year
2,you need to check information regarding hotels shuttles re routing flights delayed flights
0,i was eventually given a flight to memphis but only after i was taken off my original flight bc i was checked in as my father
0,how the heck does one get the internet desk to authorize a waiver would that involved being on hold for another hour
0,it says to call before connecting get song dance about weather weather bad  days called for  days before 
0,im glad youre sorry that im homeless for the night makes me feel secure
0,but in the meantime ill be sleeping on a park bench on dadeland st  thanks guys
2,ah and i was only given one shuttle voucher so if i do ever get back to the airport youll be getting the bill
0,wonder if this misery is considered a damage in a breach of contract lawsuit 
0,at which point in told they have sold my voucher because i wasnt fast enough
0,the kind gentleman at the gate tells me to go left to get my hotel voucher at the ticket gate took about min to get there
2,no worries i was able to read entire book while holding 
0,flight scheduled for pmtold at am that flight is cancelled flightled after sitting on cold plane for  hours
0,can you tell me why i waited  mins and then was charged the  phone change fee even tho i wasnt allow to make change online
0,your team needs to build capacity
0,st x told no travel advisorynow two hrs on hold amp
0,made about  calls to usair today to merge of aadvantage dividend miles each time says call back late flightr 
0,fuck you
0,im dumping this dividend miles card and forgetting your airline exists 
0,how dirty does the damn plane have to be to take an hour to get the plane cleaned refund me my miles 
0,worst customer service ive ever experienced ill never fly your airline ever again i have to pay to sleep in philly fuck you
0,us air should be ashamed of this service  on hold for hours no help from any representative just to reschedule due to weather 
0,now on hold for an hour so frustrating i suspect you have more operators come in on days like this winclement weather
0, the worst hold time crazy agents horrible no accountability 
1,kudos to robin at lostfound for reuniting me w my ipad she was delightful to work with
0, you were always my go to what happened  airbus over boeing and now no customer service
2,can you help me add a aadvantage number and known traveler number to a reservation
0,would be less annoying if road conditions werent getting worse with every min u keep passengers captive for no good reason
1,experience exceptional service from cherry at    
0,literally the worst flying experience of my life and i have flown a lot
0,i purchased a  upgrade on a flight  weeks ago and you gave it to someone else but i have not received a refund is this sop
0,figure it out have had  cancelled flightled flights in the past week now coming home  hour delay and cart that pulls plane just broke
0, minutes on hold no help
0,transferred x pleeeeeeeease help
0,flight treatment of passengers has been atrocious  over  hours delay only to now deplane and given no direction
2,i have corporatepaid travel in april is it possible to purchase an upgrade to first class now
1,you can thank supervisor jeanine and her coworkers for the excellent customer service they provided
0,only sympathy she offered was holding a reservation until monday night thats pretty awesome if you ask me
0,express my disappointment in your reservation department and the treatment of a sailor dealing with a death in the family
2,thats who i spoke to already weve already booked another flight wsomeone else thanks for your concern just wanted to
0, i flew us air for the first time yesterday got propositioned by the flight attendanttrue story  
0, years of naval service and i run the travel department for all my commands
0,new slogan should be if you dont want to arrive on time pick us
0,you have to be crazy treated my mom very poorly not happy 
0,i will send an email with details late flightr thank you for responding
0,this is the last time i use your airline i promise that
0,did i mention im a silver preferred member and fly every week not always with you and not even a meal voucher
0,need to change div miles ticket after travel started due to weather advisory told not possible unless flight cancelled flightled anyhelp
0,i was supposed to get from fresno to pittsburgh by pm  instead im now not getting in until pm tomorrow
0,hello i have a question for you and your phone lines have jammed
0,u are the worst airline ever figure out the merger 
0,just to follow up here is my experience 
0, are incompetent
0,how can i make a purchase you take the money but i dont have a reservationexplain
2,are u paying incedentals 
1,yes i did thank you they did a great job turning the flight in jan 
0,  hours on hold and issue still not resolved hope to make my flight in  hours for every minute of talk   minutes of hold
0,worst customer service experience ever today get it together
0,i know some folks have to use your airlines but doesnt customer service ever matter i really hate to complain but its brutal
0,your team was just terrifyingly rude to a young mother amp
0,them and 
0,rudest crew member experience throwing shade and calling out customers 
0,terminal e in miami is still the worst most smelly airport ever thanks for nothing
0,i did amp
0,cancelled flightled our original flight to aruba now on the way home we were told we dont have seats never flying again
0,its not misjudging its a deliberate strategy seen it multiple times on usair makes staff life easier at expens of passengers
0, delayed  need an extra  min to make  would appreciate a little help again this week
0,stuck on tarmac for hour an a half and told longer to go and no hotels available when we land in phoenix 
0,technical issues  inefficient computer triage system personality compassion of operators  not sad example of sad company
0,yep check it and my gmail promotions folder regularly 
2, is a bag that is   l x w x h  allowed as a carry on
2,there is nothing tonight and i am on the flight now with gogo internet is there a way that someone could send me a dm or email
0, bad planes amp
0,good info but am already signed up for all options  none of which sound like they applied to the missing emails
1,thank you
0,and please get my plane together before i go to jetblue
0,it might have went through no confirmation please wait then same form
0,found the tix security code not working tried a dozen times
0,i have never been given a number for elite for usair only aa i waited for  hours for an answer and by then my seat was gone
0,if you get my bag from e gate to b gate at the charlotte airport before my  pm flight late flight cause of yall ill ride us for life
2,its a debit card but i am a dividend member
0,can someone please tell me who i have to talk to 
0,there is a travel advis for nyc and phil pa  winter weather but us air hasnt posted one yet can i still change flt wo pen
0,im trying to request missed mileage and it keeps saying it cant my flight from  then it says call the number
0,flight  my carryon is missingstollen off plane or left at gate worst customer service doesnt seem to be anyones concern
0,how about checking the plane before having everyone board the plane 
2,used  get emails  prepurchase a snack and  when time to check in got neither  tomorrows trip do they not get sent now
0,link didnt work via mobil
0,wishing we had our luggage  days now had to pay our way from st thomas to san juan spent extra  because of this mess up
2,im not a frequent flyer with us airways im qantas can i still get notifications thank you
0,how do i get through
0,who runs the show at the airport have a boarding pass says us airways and i have to wait in american line 
2,any chance of a travel advisory or dca this weekend
1,yes thank you appreciate u checking
2,yes it was sunday
0,since when does a maintenance problem and missing flight crew equal delayed due to weather im confused since we had sunny skies
0,i keep calling your help line   and it keeps saying they are too busy to help amp
0,more lies they said in their email we were delayed due to weather when the sky was clear in the city we were departing
1,im enjoying my flights so far youre doing a great job todays been tough so thanks for making my flights comfortable
0,look has made the right call on cho please evaluate 
2,thats not the question question is how do i get past the computer fastest if we both know that the computer cant help me
0,have checked all day  cho needs added  please evaluate
2,hi there i am flying myrcltord tomorrow is weather looking ok or problematic
2,can u tell me if  from clt to jan has gotten out of the gate yet  i will have a tight connection out of clt to mco
2,please hold us for me need to get home tonight before weather almost there
2,followed
1,shavon at customer service desk in charlotte was fantastic so helpful and smiling evn after what sounds like long dayreward her
2,have scheduled flight satmorrow choclt cho needs to be added to weather advisory  please evaluate asap
0,another squashed flight having to share my seat with another passenger is notidea of quality travel
0,its painful being on hold to you really  minutes to change a flight 
0,yep sent my bag to philadelphia instead of miamii caught itthen was told my flight changed to tomorrow wrong again 
2,will shall see in the next couple of minutes
0,right can you use a shuttle ticket from lga to bos for any shuttle flight probably gonna miss the pm
0,i did but i need to get a human being whats the fastest way to achieve this all i get is a computer
1, checkin staff at phx are awesome great traffic control for general boarding
0,batting  four flights in a month all four delayed
2,sure just dmed you
0,amp also that i was told no comps upgrades etc reflight booking problems is good enough 
0,i was  tomorrow i missed my meeting today amp it was pointless  pay hotel today when the purpose of my trip has been screwed
0,merging aa and dividendmiles yield an error what are the _exact_ steps to navigate the phone menu all i get is a computer
1,  just talked to reservation must congratulation to them very friendly  good for usair the only airline we fly
0,fight was delayed  hrs in mco now im stuck in philly with a standby ticket flight  solution needed
2,sure did i have carried this bag on numerous times on the same style plane planning accordingly apparently accounts for nothing
0,know what i like about gate x  nothini like nothin bout yo gate 
0,gate agent in clt forced me to check bag in z amp
2,its vegas baby who doesnt have a good time in vegas lol
2,me and my wife will be flying out of atlanta to vegas on march th since couldnt get any out of tricities here in tn
0,see no response obviously you think this service is acceptable 
0, were sincerely sorry sean reservations is working hard to answer everyones call and we appreciate your patience 
0,it wasnt weather this morning  awe diverted back to bos due to mechanical issues  so far lost one of  days 
0,i have been in contact with  people and still no answers you keep sending me to and they keep sending me to you
0,we have seats  on phone iwas  told i was getting error msg due to paid st class upgrd told to check in after amsound right
0,waiting for bags now over min in phl bag claim
1,awesome flight out of philly on tuesday party in row  if youre interested
0,flight is already over i think the airline should just have the flight attendants actually emphasize that vape is still smoking
0,call volumes are high so the best answer is to hang up on me
1,i got through and am able to switch my flight with no charge thank you
2,will you please start offering more routes out of to more locations instead of just charlotte and atlanta
1,"welcome to north texas us air  american air employees 
housing and education are great opportunities in the gr state of texas"
0,saddens me that my first tweet  ever  has to be a complaint about customer service
